IC_value;Crude;Natur;Coal ;AllFu;Elect;HeatG;Heavy;Build;Work_;Autom;Load_;PassT;Agri_;Prope;OthSe;C;G;I;X;Uses;
Labour_income;-8.9;-5.3;-9;-4.1;-4.8;-5.2;-0.3;0;-0.1;-0.3;-0.3;-0.7;-0.5;-0.6;-0.3;;;;;;
Labour_Tax;-15.7;-12.3;-15.8;-11.3;-12;-12.3;-7.7;-7.4;-7.6;-7.8;-7.8;-8.1;-7.9;-8;-7.7;;;;;;
Capital_income;-8.9;-5.3;-9;-4.1;-4.9;-5.2;-0.3;0;-0.1;-0.4;-0.4;-0.7;-0.5;-0.6;-0.3;;;;;;
Production_Tax;-8.9;-5.3;-9;-4.1;-4.9;-5.2;-0.3;0;-0.1;-0.4;-0.4;-0.7;-0.5;-0.6;-0.3;;;;;;
Profit_margin;-3;-4.7;-13944.3;-102.6;-35.4;-237.8;-32; 4.7; 13.9;-21.2;-1519.3;-110.2;-8.2;-0.4; 10.4;;;;;;
M_value;-8.9;-5.3;-9;-4.1;-4.9;-5.3;-0.3;-0.1;-0.2;-0.4;-0.4;-0.7;-0.5;-1.6;-0.3;;;;;;
Trade_margins;-8.9;-102.3;-9;-4.1;-99.9;-107;-0.3;-117;-100.8;-0.4;-99.7;-88.9;-0.5;-102.5;-0.5;;;;;;
Transp_margins;-8.9;-5.3;-9;-4.1;-4.9;-5.2;-0.3;-103.5;-74.6;-0.4;-0.7;-100.1;-0.5;-131.8;-0.3;;;;;;
SpeMarg_Crude_oil;0;-13.4;0;0;-13.4;0;0;0;0;0;0;0;0;0;0;;;;;;
SpeMarg_Natural_gas;0;0;0;0;-10;0;0;0;0;-5.3;-5.3;0;0;-5.3;0;;;;;;
SpeMarg_Coal;0;-13.5;-13.5;0;-13.5;0;0;0;0;-9;-9;0;0;-9;0;;;;;;
SpeMarg_AllFuels;-8.9;-8.9;0;0;-8.9;0;0;0;0;-4.1;-4.1;0;0;-4.1;0;;;;;;
SpeMarg_Electricity;0;-9.6;-9.6;-9.6;0;0;0;0;0;-4.9;-4.9;0;0;-4.9;0;;;;;;
SpeMarg_HeatGeoSol_Th;0;-9.9;-9.9;-9.9;-9.9;0;0;0;0;-5.2;-5.2;0;0;-5.2;0;;;;;;
SpeMarg_Heavy_Industry;0;-5.3;-5.3;-5.3;-5.3;0;0;0;0;-0.3;-0.3;0;0;-0.3;0;;;;;;
SpeMarg_Buildings_constr;0;-5;0;-5;-5;0;0;0;0;0;0;0;0;0;0;;;;;;
SpeMarg_Work_constr;0;-5.1;-5.1;-5.1;-5.1;-5.1;0;0;0;-0.1;-0.1;0;0;-0.1;0;;;;;;
SpeMarg_Automobile;0;-5.3;-5.3;-5.3;-5.3;0;0;0;0;-0.4;-0.4;0;0;-0.4;0;;;;;;
SpeMarg_Load_PipeTransp;0;-5.3;0;-5.3;-5.3;0;0;0;0;-0.4;0;0;0;-0.4;0;;;;;;
SpeMarg_PassTransp;0;-5.7;0;-5.7;-5.7;0;0;0;0;-0.7;0;0;0;0;0;;;;;;
SpeMarg_Agri_Food_industry;0;-5.5;-5.5;-5.5;-5.5;-5.5;0;0;0;-0.5;-0.5;0;0;-0.5;0;;;;;;
SpeMarg_Property_business;0;-5.5;-5.5;-5.5;-5.5;-5.5;0;0;0;-0.6;-0.6;0;0;-100;0;;;;;;
SpeMarg_Comp;0;-5.3;-5.3;-5.3;-5.3;-5.3;0;0;0;-0.3;-0.3;0;0;0;0;;;;;;
SpeMarg_C;0;-5;-5;-5;-5;-5;0;0;0;-0.7;-1;0;0;-100;0;;;;;;
SpeMarg_G;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
SpeMarg_I;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
SpeMarg_X;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
VA_Tax;0; 29.5; 163.6; 17.8;-5;-5;-0.4;0;-0.1;-0.5;-0.1;-0.7;-0.7;-0.6;-0.3;;;;;;
Energy_Tax_IC;0;-6.2;0;-5.7;0;0;0;0;0;0;0;0;0;0;0;;;;;;
Energy_Tax_FC;0;0;0;-5;0;0;0;0;0;0;0;0;0;0;0;;;;;;
ClimPolCompensbySect;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;0;0;;;;;;
OtherIndirTax;-8.9;-5.8;-9.1;-5.3;-5.5;-5.2;-0.5;0;-0.1;-0.5;-0.4;-0.7;-0.6;-0.6;-0.4;;;;;;
Carbon_Tax;5.675e+23;3.499e+24;2.003e+24;7.392e+24;Nan;Nan;Nan;Nan;Nan;Nan;Nan;Nan;Nan;Nan;Nan;;;;;;
Supply;-1;37;161.2;17.8;-5;-5.2;-0.3;0;-0.1;-0.3;-0.1;-0.7;-0.5;-0.6;-0.3;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
Units;0.01k€;;;;;;;;;;;;;;;;;;;;
