IC_value;Crude;Natur;Coal ;AllFu;Elect;HeatG;Heavy;Build;Work_;Autom;Load_;PassT;Agri_;Prope;OthSe;C;G;I;X;Uses;
Labour_income;-8.5;-4.9;-9.3;-3.7;-4.3;-4.8;-1.7; 6.1; 5.1; 1.8; 0.5;-1.5;-0.2; 0.7; 1.7;;;;;;
Labour_Tax;-15.2;-11.8;-16;-10.8;-11.3;-11.7;-8.9;-1.7;-2.6;-5.7;-6.8;-8.7;-7.5;-6.7;-5.8;;;;;;
Capital_income;-9.4;-5.8;-10.2;-4.6;-5.2;-5.7;-2.6; 5.1; 4.1; 0.8;-0.4;-2.5;-1.1;-0.3; 0.7;;;;;;
Production_Tax;-9.2;-5.5; 152;-2.2; 0.6; 11.4; 0.1; 5; 3.9; 0.9; 4.8;-0.4;0; 0.1; 0.5;;;;;;
Profit_margin;-8.7;-5.1;-9.5;-3.9;-4.5;-4.9;-1.9; 5.9; 4.9; 1.6; 0.4;-1.7;-0.3; 0.5; 1.5;;;;;;
M_value;-8.7;-5.1;-9.5;-3.9;-4.5;-5; 1.6; 5.8; 4.8; 0.5; 0.4;-1.7; 0.4;-0.6;-0.2;;;;;;
Trade_margins;-8.7;-94.4; 64;-2.8;-99.6;-534.2; 0.7;-556.8;-143.9; 0.8;-97.1;-137.5; 0.1; 20.5; 0.4;;;;;;
Transp_margins;-8.7;-5.3; 64;-2.8; 0.4; 11.4; 0.7;-215.4; 83.6; 0.8; 0.3;-130; 0.1;-6186.6; 0.4;;;;;;
SpeMarg_Crude_oil;0;-13.4;0;0;-8.8;0;0;0;0;0;0;0;0;0;0;;;;;;
SpeMarg_Natural_gas;0;0;0;0;-5.1;0;0;0;0;-5.4;-1;0;0;-5.4;0;;;;;;
SpeMarg_Coal;0;-14.2; 55.9;0;-9.6;0;0;0;0;-9.8;-5.6;0;0;-9.9;0;;;;;;
SpeMarg_AllFuels;-8.7;-8.9;0;0;-4;0;0;0;0;-4.2; 0.3;0;0;-4.3;0;;;;;;
SpeMarg_Electricity;0;-9.5; 64.5;-8.2;0;0;0;0;0;-4.8;-0.4;0;0;-4.9;0;;;;;;
SpeMarg_HeatGeoSol_Th;0;-9.9; 63.7;-8.7;-5;0;0;0;0;-5.3;-0.8;0;0;-5.3;0;;;;;;
SpeMarg_Heavy_Industry;0;-7; 69;-5.7;-2;0;0;0;0;-2.2; 2.3;0;0;-2.3;0;;;;;;
SpeMarg_Buildings_constr;0; 0.4;0; 1.7; 5.8;0;0;0;0; 5.5; 10.5;0;0; 5.5;0;;;;;;
SpeMarg_Work_constr;0;-0.5; 80.7; 0.8; 4.8; 16.8;0;0;0; 4.5; 9.4;0;0; 4.5;0;;;;;;
SpeMarg_Automobile;0;-3.7; 74.9;-2.4; 1.5;0;0;0;0; 1.2; 6;0;0; 1.2;0;;;;;;
SpeMarg_Load_PipeTransp;0;-4.9;0;-3.6; 0.3;0;0;0;0;0;0;0;0;0;0;;;;;;
SpeMarg_PassTransp;0;-6.8;0;-5.6;-1.8;0;0;0;0;-2;0;0;0;0;0;;;;;;
SpeMarg_Agri_Food_industry;0;-5.5; 71.6;-4.2;-0.4; 10.9;0;0;0;-0.7; 4;0;0;-0.7;0;;;;;;
SpeMarg_Property_business;0;-4.7; 73.1;-3.5; 0.4; 11.8;0;0;0; 0.1; 4.8;0;0;-100;0;;;;;;
SpeMarg_Comp;0;-3.8; 74.8;-2.5; 1.4; 13;0;0;0; 1.1; 5.9;0;0;0;0;;;;;;
SpeMarg_C;0;-5.2; 72.2;-3.9;-0.1; 11.3;0;0;0;-0.3;-3.9;0;0;-100;0;;;;;;
SpeMarg_G;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
SpeMarg_I;0;0;0;0;0;0;0;0;0; 5;0;0;0; 5;0;;;;;;
SpeMarg_X;0;-0.2; 81.3; 1.1; 5.2;0;0;0;0; 0.8; 4.3;0;0;0;0;;;;;;
VA_Tax;0; 29.3; 240.5; 18.4;-0.2; 11.1;-0.4; 5; 4.6; 1.1;-0.6;-0.3;-0.3;-0.2; 0.4;;;;;;
Energy_Tax_IC;0;-5.8;0;-5;0;0;0;0;0;0;0;0;0;0;0;;;;;;
Energy_Tax_FC;0;0;0;-5;0;0;0;0;0;0;0;0;0;0;0;;;;;;
ClimPolCompensbySect;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;0;0;;;;;;
OtherIndirTax;-8.7;-5.5;-9.6;-5;-5.1;-4.9; 0.1; 5.9; 4.9; 1.1; 0.4;-1.7;-0.2; 0.5; 1.3;;;;;;
Carbon_Tax;5.689e+23;3.508e+24;1.991e+24;7.416e+24;Nan;Nan;Nan;Nan;Nan;Nan;Nan;Nan;Nan;Nan;Nan;;;;;;
Supply;-0.7;37.2;232.8;18.8;0.3;11.2;0.7;5;4;1;8.3;-0.3;0.1;0.1;0.5;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
Units;0.01k€;;;;;;;;;;;;;;;;;;;;
