IC_value;Crude;Natur;Coal ;AllFu;Elect;HeatG;Heavy;Build;Work_;Autom;Load_;PassT;Agri_;Prope;OthSe;C;G;I;X;Uses;
SpeMarg_Buildings_constr;0; 1.6;0; 2.1; 9.3;0;0;0;0; 5.9; 11.2;0;0; 17.9;0;;;;;;
SpeMarg_Work_constr;0; 0.8; 81.6; 1.2; 8.4; 20.4;0;0;0; 5; 10.3;0;0; 16.9;0;;;;;;
SpeMarg_Automobile;0;-4.4; 72.3;-3.9; 2.9;0;0;0;0;-0.3; 4.7;0;0; 10.9;0;;;;;;
SpeMarg_Load_PipeTransp;0;-4.8;0;-4.4; 2.3;0;0;0;0;-0.8;0;0;0; 10.4;0;;;;;;
SpeMarg_PassTransp;0;-6.7;0;-6.3; 0.3;0;0;0;0;-2.8;0;0;0;0;0;;;;;;
SpeMarg_Agri_Food_industry;0;-6.2; 69;-5.8; 0.9; 12;0;0;0;-2.2; 2.7;0;0; 8.8;0;;;;;;
SpeMarg_Property_business;0;-11.8; 58.9;-11.4;-5.1; 5.3;0;0;0;-8.1;-3.5;0;0;-100;0;;;;;;
SpeMarg_Comp;0;-4; 72.9;-3.6; 3.2; 14.6;0;0;0;0; 5.1;0;0;0;0;;;;;;
SpeMarg_C;0;-3.7; 73.5;-3.3; 3.6; 15;0;0;0;-0.5;-3.8;0;0;-100;0;;;;;;
SpeMarg_G;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
SpeMarg_I;0;0;0;0;0;0;0;0;0; 6.8;0;0;0; 6.8;0;;;;;;
SpeMarg_X;0; 1.4; 82.6; 1.8; 9;0;0;0;0;-0.9; 5.4;0;0;0;0;;;;;;
VA_Tax;0; 30.8; 241.7; 18.8; 3.4; 14.8; 0.2; 6.8; 6.3; 1.5; 0.9;-0.5;-0.4;-0.1; 1.4;;;;;;
Energy_Tax_IC;0;-7.8;0;-6.7;0;0;0;0;0;0;0;0;0;0;0;;;;;;
Energy_Tax_FC;0;0;0;-5;0;0;0;0;0;0;0;0;0;0;0;;;;;;
ClimPolCompensbySect;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;0;0;;;;;;
OtherIndirTax;-9.2;-6.8;-11.4;-5.8;-6.3;-6.3;-1.4; 5.5; 4.6; 0.3;-1.2;-3.1;-1.9;-8.4;-0.1;;;;;;
Carbon_Tax;5.654e+23;3.461e+24;1.951e+24;7.355e+24;Nan;Nan;Nan;Nan;Nan;Nan;Nan;Nan;Nan;Nan;Nan;;;;;;
Supply;-1.3;37.2;227;18.6;3;13.3;0.2;6.8;5.2;0.6;7.6;-0.5;-0.4;2.3;0.7;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
Units;0.01k€;;;;;;;;;;;;;;;;;;;;
